Document,Phrase,CardVal,RefinedWord,RefinedVal,ManRefWord,ManRefVal
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,ml,0.25306612,blood,0.42071202,blood,0.42071202
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,approaches,0.26600224,of,0.44207,single-ventricle,0.37762895
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,may,0.26963884,of,0.58654004,anomalous,0.366544
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,facilitate,0.2564506,of,0.4863937,flow,0.32320783
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,optimal,0.22326279,of,0.49022785,single-ventricle,0.35533518
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,candidate,0.2506774,as,0.50267786,cad,0.32472426
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,selection,0.27297795,of,0.46267295,l-transposition,0.4192079
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,approaches-may,0.32705605,great,0.41130945,venous-return,0.38746348
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,candidate-selection,0.26738742,of,0.47542176,l-transposition,0.41872686
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,ml,0.25306612,blood,0.42071202,blood,0.42071202
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,based,0.2494699,of,0.5443143,flow,0.34116954
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,risk,0.30685735,chd,0.5779637,chd,0.5779637
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,stratification,0.4241129,infarction,0.4587313,infarction,0.4587313
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,system,0.21977381,of,0.44332683,anomaly,0.36816198
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,based-risk,0.24811566,chd,0.4742167,chd,0.4742167
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,risk-stratification,0.45956326,congestive-heart-failure,0.50061274,congestive-heart-failure,0.50061274
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,stratification-system,0.35641927,congenital-heart-disease,0.46504784,congenital-heart-disease,0.46504784
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,patients,0.35241044,disease,0.5065658,heart-failure,0.5065651
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,undergoing,0.342766,with,0.49681437,single-ventricle,0.47364002
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,crt,0.39427227,cardiac,0.48111826,cardiac,0.48111826
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,implantation,0.32738048,valve,0.51556367,valve,0.51556367
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,along,0.29572746,of,0.6050292,deposits,0.43321627
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,patients-undergoing,0.43114763,congenital-heart-disease,0.50982094,congenital-heart-disease,0.50982094
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,crt-implantation,0.37094906,single-ventricle,0.5201714,single-ventricle,0.5201714
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,patients,0.35241044,disease,0.5065658,heart-failure,0.5065651
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,undergoing,0.342766,with,0.49681437,single-ventricle,0.47364002
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,cardiac,0.66620034,cardiac,1.0,cardiac,1.0
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,resynchronization,0.53864866,ventricular,0.6634342,ventricular,0.6634342
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,therapy,0.40366784,failure,0.48316255,congestive,0.43509448
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,patients-undergoing,0.43114763,congenital-heart-disease,0.50982094,congenital-heart-disease,0.50982094
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,cardiac-resynchronization,0.5445614,heart-failure,0.700041,heart-failure,0.700041
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,xxx,0.3222348,dorv,0.4049663,dorv,0.4049663
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,patients,0.35241044,disease,0.5065658,heart-failure,0.5065651
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,undergoing,0.342766,with,0.49681437,single-ventricle,0.47364002
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,crt,0.39427227,cardiac,0.48111826,cardiac,0.48111826
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,implantation,0.32738048,valve,0.51556367,valve,0.51556367
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,patients-undergoing,0.43114763,congenital-heart-disease,0.50982094,congenital-heart-disease,0.50982094
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,crt-implantation,0.37094906,single-ventricle,0.5201714,single-ventricle,0.5201714
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,patients,0.35241044,disease,0.5065658,heart-failure,0.5065651
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,undergoing,0.342766,with,0.49681437,single-ventricle,0.47364002
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,crt,0.39427227,cardiac,0.48111826,cardiac,0.48111826
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,implantation,0.32738048,valve,0.51556367,valve,0.51556367
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,patients-undergoing,0.43114763,congenital-heart-disease,0.50982094,congenital-heart-disease,0.50982094
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,crt-implantation,0.37094906,single-ventricle,0.5201714,single-ventricle,0.5201714
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,receiver,0.2488175,stenosis,0.38058472,stenosis,0.38058472
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,operating,0.35147023,of,0.42011455,venous-return,0.38749343
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,characteristic,0.14630476,of,0.52064013,anomalous,0.42846608
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,curves,0.20727307,of,0.40860695,contractions,0.37883943
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,receiver-operating,0.27902067,stenosis,0.41488302,stenosis,0.41488302
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,operating-characteristic,0.26187587,of,0.50360763,venous-return,0.39550078
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,characteristic-curves,0.16846442,anomalous,0.45860064,anomalous,0.45860064
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,receiver-operating-characteristic,0.25317627,stenosis,0.38405818,stenosis,0.38405818
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,exhibited,0.12429051,with,0.5453967,plaque-deposits,0.32444406
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,good,0.31429055,weak,0.60268193,venous-return,0.38116372
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,discriminative,0.21007073,of,0.40440422,heartbeat,0.33230054
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,capabilities,0.2622909,great,0.4978534,flow,0.35608345
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,seattle,0.4758947,cardiology,0.4758947,cardiology,0.4758947
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,heart,0.57664216,heart,1.0,heart,1.0
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,failure,0.42322472,failure,0.99999994,heart-failure,0.7363615
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,model,0.15189978,of,0.41477072,congenital-heart-disease,0.3376758
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,heart-failure,0.5023692,heart-failure,1.0,heart-failure,1.0
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,already,0.3845447,as,0.5674546,cardiology,0.3845447
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,existing,0.31199914,of,0.558287,venous-return,0.39574036
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,risk,0.30685735,chd,0.5779637,chd,0.5779637
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,scores,0.29026836,with,0.40729892,stenosis,0.37173432
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,already-existing,0.27448764,of,0.5787356,congenital-heart-disease,0.41582265
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,risk-scores,0.35254818,chd,0.49175406,chd,0.49175406
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,xxx,0.3222348,dorv,0.4049663,dorv,0.4049663
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,xxx,0.3222348,dorv,0.4049663,dorv,0.4049663
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,xxx,0.3222348,dorv,0.4049663,dorv,0.4049663
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,deaths,0.3430967,chd,0.5073302,chd,0.5073302
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,xxx,0.3222348,dorv,0.4049663,dorv,0.4049663
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,respectively,0.23301381,with,0.4658343,mi,0.37010562
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,predict,0.19493632,of,0.46450508,venous-return,0.34201604
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,xxx,0.3222348,dorv,0.4049663,dorv,0.4049663
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,multiple,0.26622152,single,0.5460852,l-transposition,0.39180565
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,ml,0.25306612,blood,0.42071202,blood,0.42071202
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,models,0.19961227,of,0.39522392,congenital-heart-disease,0.35803363
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,xxx,0.3222348,dorv,0.4049663,dorv,0.4049663
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,patients,0.35241044,disease,0.5065658,heart-failure,0.5065651
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,random,0.2799046,single,0.49932328,venous-return,0.32442737
Machine learning-based mortality prediction of patients undergoing cardiac resynchronization therapy: the SEMMELWEIS-CRT score.,forest,0.32507646,lai,0.44108117,lai,0.44108117
