Document,Phrase,MLVal,RefinedWord,RefinedVal,ManRefWord,ManRefVal
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,levels,0.20457911,normalization,0.52984333,batch-normalization,0.45617118
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,high-levels,0.32237482,short-term,0.47779873,short-term-memory,0.44049025
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,heart,0.28300244,rate,0.49867767,batch-normalization,0.3427502
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,rate,0.24866687,rate,1.0,dropout,0.44953537
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,heart-rate,0.4407577,learning-rate,0.54865026,learning-rate,0.54865026
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,clinical,0.44080526,data,0.48532635,data-science,0.45343333
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,characteristics,0.345204,of,0.5401758,feature-engineering,0.49030614
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,clinical-characteristics,0.48064718,feature,0.6024677,component-analysis,0.5396
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,chd,0.3007669,logistic-regression,0.39436275,logistic-regression,0.39436275
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,vulnerable,0.2726673,adversarial,0.4775309,long-short-term,0.426799
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,plaques,0.27645454,layer,0.3803522,confusion-matrix,0.35955548
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,substantial,0.29639626,reduction,0.60217476,long-short-term,0.47712374
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,marker,0.31352368,of,0.4506512,clustering,0.37936708
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,recent,0.35249484,of,0.545993,data-engineering,0.4259707
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,works,0.4442468,data,0.5234174,graphics-processing,0.50902706
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,recent,0.35249484,of,0.545993,data-engineering,0.4259707
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,findings,0.35685748,data,0.65714294,component-analysis,0.38599753
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,major,0.2356064,principal,0.70253855,principal-components,0.42016473
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,predictor,0.43901688,regression,0.5961869,regression,0.5961869
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,enabling,0.46592075,feature-engineering,0.6214503,feature-engineering,0.6214503
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,decision,0.5239193,decision,1.0,decision-tree,0.75800127
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,tree,0.44976014,tree,1.0000001,random-forest,0.5821787
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,decision-tree,0.67884475,decision-tree,1.0,decision-tree,1.0
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,aortic,0.23288518,gradient,0.37829,gradient,0.37829
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,stiffness,0.2883107,confusion-matrix,0.44212747,confusion-matrix,0.44212747
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,also,0.32850838,of,0.65908813,clustering,0.45826355
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,used,0.46049535,of,0.5630944,generative-model,0.4901716
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,models,0.53762007,model,0.8940372,markov-model,0.7015921
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,widely,0.36366525,of,0.42793494,generative-model,0.39908314
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,associated,0.30827495,of,0.57598466,long-short-term,0.46578532
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,widely-associated,0.44748485,clustering,0.5549735,clustering,0.5549735
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,results,0.32376552,data,0.6932311,batch-normalization,0.44826904
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,pwv,0.28622276,backpropagation,0.36445284,backpropagation,0.36445284
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,prediction,0.6361519,classification-algorithm,0.67946094,classification-algorithm,0.67946094
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,chd,0.3007669,logistic-regression,0.39436275,logistic-regression,0.39436275
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,review,0.41215214,data,0.5581161,data-science,0.47600204
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,may,0.30907542,of,0.58654004,long-short-term,0.43985203
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,involving,0.25723106,of,0.54600704,generative,0.40481192
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,associated,0.30827495,of,0.57598466,long-short-term,0.46578532
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,variability,0.38345394,batch-normalization,0.53292775,batch-normalization,0.53292775
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,use,0.43753043,of,0.5506158,feature-reduction,0.49910897
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,together,0.37164533,data,0.5860126,principal-components,0.4491613
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,symptoms,0.2751398,confusion,0.5089627,dropout,0.40571758
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,relation,0.30160776,of,0.5984683,regression,0.51309836
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,purpose,0.4149922,of,0.5072116,feature-engineering,0.43333688
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,presence,0.2137551,of,0.6171463,gradient,0.4189303
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,possible,0.35543737,of,0.6754589,confusion-matrix,0.4598599
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,patients,0.30007,recurrent,0.5332828,dropout,0.3918751
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,parameter,0.45709252,regularization,0.6041261,batch-normalization,0.585888
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,measurement,0.35434127,batch-normalization,0.5963583,batch-normalization,0.5963583
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,interest,0.4194936,of,0.5624063,feature-engineering,0.5448084
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,improve,0.45207965,boosting,0.5098576,boosting,0.5098576
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,imperfections,0.40264106,overfitting,0.60140806,overfitting,0.60140806
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,hypertension,0.28340828,dropout,0.4223115,dropout,0.4223115
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,gender,0.3412779,logistic,0.5728083,logistic-regression,0.5565392
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,due,0.21681537,of,0.5734476,confusion-matrix,0.40250766
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,damage,0.27088127,function,0.48203948,generative,0.40220195
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,constitute,0.33524704,of,0.5690476,feature-engineering,0.4536295
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,considered,0.36321384,of,0.60548925,feature-reduction,0.4442021
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,consider,0.39825162,decision,0.60730267,stochastic,0.47927415
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,cerebrovascular,0.29193234,recurrent,0.3992598,semantic,0.37770933
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,calculation,0.5091191,monte-carlo,0.67405605,monte-carlo,0.67405605
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,addition,0.30500388,of,0.6910241,feature-reduction,0.48914018
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,accuracy,0.5511073,cross-validation,0.64088035,cross-validation,0.64088035
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,cell,0.2212203,of,0.48460138,generative,0.39753264
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,subsets,0.43637866,naive,0.6284895,clustering,0.53487885
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,compared,0.3359061,of,0.52794564,long-short-term,0.42386633
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,across,0.3330416,gradient,0.4622073,gradient,0.4622073
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,tissues,0.21297011,of,0.47614664,generative,0.371554
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,cell-subsets,0.3999497,clustering,0.5178171,clustering,0.5178171
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,across-tissues,0.4283137,cross-entropy,0.55741453,cross-entropy,0.55741453
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,provide,0.40841419,support,0.64934516,feature-engineering,0.47702065
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,effective,0.32842147,of,0.50971246,boosting,0.48854327
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,recall,0.44827557,memory,0.7156959,short-term-memory,0.699399
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,responses,0.23078328,naive,0.5126229,boosting,0.49454907
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,lung,0.26692057,of,0.3928769,bagging,0.36409828
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,draining,0.24557845,bag,0.54941475,bagging,0.3873034
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,lymph,0.2794639,naive,0.3598475,logistic-regression,0.32720378
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,node,0.33007902,recurrent-neural-network,0.46002018,recurrent-neural-network,0.46002018
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,lung-draining,0.27909917,naive,0.4423924,bagging,0.38623133
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,draining-lymph,0.31451496,bag,0.48773816,convolutional,0.38470116
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,lymph-node,0.27277827,recurrent-neural-network,0.35196376,recurrent-neural-network,0.35196376
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,draining-lymph-node,0.33706567,bag,0.39745492,recurrent-neural-network,0.39688003
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,abundance,0.31865036,forest,0.4966442,clustering,0.48465613
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,throughout,0.2455861,few,0.5455184,supervised,0.44606155
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,tissues,0.21297011,of,0.47614664,generative,0.371554
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,cell,0.2212203,of,0.48460138,generative,0.39753264
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,receptor,0.22411162,function,0.41526195,clustering,0.36801085
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,analysis,0.46507934,analysis,0.99999994,component-analysis,0.69613737
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,cell-receptor,0.3144027,feature-engineering,0.43735832,feature-engineering,0.43735832
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,receptor-analysis,0.39364058,component-analysis,0.6094633,component-analysis,0.6094633
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,recognize,0.37905318,feature,0.48402858,feature-engineering,0.39049122
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,distinct,0.36295342,feature,0.580647,clustering,0.5409523
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,antigens,0.27430183,components,0.4447758,boosting,0.39514953
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,including,0.3233776,of,0.6619886,clustering,0.40625107
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,higher,0.27819592,reduction,0.545787,boosting,0.41506222
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,expression,0.32038707,encoding,0.59633577,clustering,0.442253
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,higher-expression,0.3837926,encoding,0.55230385,clustering,0.47862777
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,different,0.37681934,of,0.61590904,clustering,0.46857932
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,precursor,0.23746365,processing,0.5186899,generative,0.42359084
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,pools,0.2752549,forest,0.4465345,stochastic-gradient,0.4186231
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,paired,0.3996978,component-analysis,0.46069485,component-analysis,0.46069485
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,human,0.30336243,of,0.5175895,feature-engineering,0.40631005
